"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\all.dart", "Dart", 10, 0, 0, 10
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\card.dart", "Dart", 38, 0, 5, 43
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\counter_selection.dart", "Dart", 0, 45, 3, 48
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\crazy_specific_stuff\crazy_specific_stuff.dart", "Dart", 33, 1, 10, 44
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\crazy_specific_stuff\stuff\all.dart", "Dart", 10, 0, 6, 16
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\crazy_specific_stuff\stuff\krark_sakashima.dart", "Dart", 411, 10, 68, 489
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\crazy_specific_stuff\stuff\mana_pool\logic.dart", "Dart", 150, 0, 36, 186
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\crazy_specific_stuff\stuff\mana_pool\mana_pool.dart", "Dart", 304, 2, 44, 350
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\crazy_specific_stuff\stuff\zndrsplt_okaum.dart", "Dart", 281, 33, 47, 361
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\image_align.dart", "Dart", 60, 1, 9, 70
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\image_search.dart", "Dart", 246, 4, 31, 281
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\life_chart.dart", "Dart", 0, 267, 49, 316
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\life_chart_live.dart", "Dart", 395, 20, 58, 473
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\player_details\all.dart", "Dart", 1, 0, 0, 1
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\player_details\components\all.dart", "Dart", 3, 0, 0, 3
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\player_details\components\commander_damage.dart", "Dart", 112, 0, 10, 122
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\player_details\components\commander_settings.dart", "Dart", 199, 1, 26, 226
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\player_details\components\info.dart", "Dart", 100, 0, 13, 113
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\player_details\components\utils.dart", "Dart", 169, 0, 18, 187
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\player_details\player_details.dart", "Dart", 50, 0, 9, 59
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\playgroup_editor.dart", "Dart", 385, 2, 34, 421
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\game\restarter.dart", "Dart", 17, 0, 2, 19
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\all.dart", "Dart", 4, 0, 0, 4
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\cast_guide.dart", "Dart", 45, 0, 5, 50
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\damage_guide.dart", "Dart", 90, 0, 6, 96
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\guide_basics.dart", "Dart", 107, 0, 6, 113
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\all.dart", "Dart", 1, 0, 0, 1
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\all.dart", "Dart", 2, 0, 0, 2
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\all.dart", "Dart", 1, 0, 0, 1
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\all.dart", "Dart", 6, 0, 1, 7
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\arena.dart", "Dart", 61, 1, 15, 77
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\multi_selection.dart", "Dart", 137, 7, 21, 165
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\pages\components\all.dart", "Dart", 3, 0, 0, 3
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\pages\components\counters.dart", "Dart", 40, 0, 5, 45
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\pages\components\damage.dart", "Dart", 48, 0, 5, 53
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\pages\components\history.dart", "Dart", 20, 1, 5, 26
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\pages\pages.dart", "Dart", 103, 2, 20, 125
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\pro_features.dart", "Dart", 103, 0, 15, 118
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\scroll\components\all.dart", "Dart", 2, 0, 0, 2
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\scroll\components\local_delayer.dart", "Dart", 53, 0, 15, 68
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\scroll\components\local_number.dart", "Dart", 68, 0, 7, 75
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\scroll\scroll.dart", "Dart", 112, 4, 21, 137
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\components\ui.dart", "Dart", 162, 0, 30, 192
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\content\content.dart", "Dart", 36, 0, 5, 41
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\controls.dart", "Dart", 60, 0, 6, 66
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\components\page_reactor.dart", "Dart", 14, 1, 5, 20
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\controller.dart", "Dart", 59, 0, 21, 80
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\guide\tutorial\tutorial.dart", "Dart", 63, 1, 16, 80
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\all.dart", "Dart", 4, 0, 1, 5
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\history\all.dart", "Dart", 4, 0, 1, 5
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\history\edit_custom_stats.dart", "Dart", 112, 0, 17, 129
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\history\list_element.dart", "Dart", 186, 0, 22, 208
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\history\list_screen.dart", "Dart", 56, 0, 17, 73
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\history\single_screen.dart", "Dart", 196, 0, 27, 223
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\history\winner_selector.dart", "Dart", 102, 0, 10, 112
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\info\all.dart", "Dart", 1, 0, 0, 1
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\info\settings.dart", "Dart", 57, 0, 5, 62
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\leaderboards.dart", "Dart", 45, 1, 6, 52
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\all.dart", "Dart", 3, 0, 0, 3
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\commanders\all.dart", "Dart", 3, 0, 1, 4
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\commanders\list_element.dart", "Dart", 102, 1, 15, 118
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\commanders\list_screen.dart", "Dart", 56, 2, 15, 73
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\commanders\model_advanced.dart", "Dart", 173, 7, 27, 207
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\commanders\model_simple.dart", "Dart", 54, 11, 20, 85
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\commanders\single_screen.dart", "Dart", 158, 0, 29, 187
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\custom\list_element.dart", "Dart", 39, 0, 5, 44
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\custom\list_screen.dart", "Dart", 55, 3, 15, 73
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\custom\single_screen\components\all.dart", "Dart", 3, 0, 0, 3
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\custom\single_screen\components\commanders.dart", "Dart", 74, 1, 21, 96
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\custom\single_screen\components\players.dart", "Dart", 74, 0, 17, 91
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\custom\single_screen\components\stats.dart", "Dart", 100, 0, 15, 115
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\custom\single_screen\single_screen.dart", "Dart", 38, 0, 9, 47
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\players\all.dart", "Dart", 3, 0, 1, 4
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\players\list_element.dart", "Dart", 48, 1, 9, 58
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\players\list_screen.dart", "Dart", 56, 2, 19, 77
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\players\model_advanced.dart", "Dart", 155, 6, 27, 188
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\players\model_simple.dart", "Dart", 27, 6, 18, 51
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\players\single_screen.dart", "Dart", 181, 0, 33, 214
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\leaderboards\stats\stats.dart", "Dart", 38, 0, 3, 41
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\all.dart", "Dart", 4, 0, 0, 4
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\game\all.dart", "Dart", 2, 0, 0, 2
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\game\custom_life.dart", "Dart", 20, 0, 2, 22
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\game\dice.dart", "Dart", 154, 5, 18, 177
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\game\dice_and_names.dart", "Dart", 197, 0, 26, 223
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\all.dart", "Dart", 2, 0, 0, 2
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\components\achievement_tile.dart", "Dart", 0, 120, 17, 137
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\components\all.dart", "Dart", 2, 0, 0, 2
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\components\done.dart", "Dart", 0, 16, 2, 18
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\components\todo.dart", "Dart", 0, 36, 4, 40
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\data\all.dart", "Dart", 0, 11, 1, 12
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\data\counters.dart", "Dart", 0, 87, 14, 101
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\data\roller.dart", "Dart", 0, 220, 46, 266
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\data\ui.dart", "Dart", 0, 255, 23, 278
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\data\vampire.dart", "Dart", 0, 9, 4, 13
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\list.dart", "Dart", 0, 33, 6, 39
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\achievements\single.dart", "Dart", 0, 61, 10, 71
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\all.dart", "Dart", 15, 0, 1, 16
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\cache\all.dart", "Dart", 1, 0, 1, 2
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\cache\cache.dart", "Dart", 97, 0, 8, 105
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\cache\components\all.dart", "Dart", 3, 0, 0, 3
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\cache\components\cards.dart", "Dart", 42, 0, 6, 48
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\cache\components\player.dart", "Dart", 45, 0, 6, 51
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\cache\components\players.dart", "Dart", 40, 0, 6, 46
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\changelog.dart", "Dart", 186, 1, 31, 218
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\contacts.dart", "Dart", 24, 0, 6, 30
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\developer.dart", "Dart", 87, 0, 8, 95
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\discord.dart", "Dart", 17, 0, 4, 21
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\email.dart", "Dart", 17, 0, 4, 21
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\feedback.dart", "Dart", 85, 0, 10, 95
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\licenses.dart", "Dart", 123, 0, 15, 138
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\quotes.dart", "Dart", 33, 0, 6, 39
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\stuff_i_like.dart", "Dart", 175, 4, 11, 190
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\support.dart", "Dart", 134, 0, 15, 149
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\info\telegram.dart", "Dart", 18, 0, 4, 22
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\all.dart", "Dart", 4, 0, 0, 4
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\arena.dart", "Dart", 223, 0, 31, 254
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups.dart", "Dart", 265, 3, 32, 300
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\backups.dart", "Dart", 89, 0, 13, 102
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\file_tile.dart", "Dart", 109, 13, 7, 129
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\games.dart", "Dart", 23, 0, 4, 27
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\games\generate.dart", "Dart", 148, 1, 29, 178
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\games\restore.dart", "Dart", 104, 0, 20, 124
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\games\restore_old.dart", "Dart", 67, 0, 15, 82
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\preferences.dart", "Dart", 23, 0, 4, 27
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\preferences\generate.dart", "Dart", 148, 1, 29, 178
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\preferences\restore.dart", "Dart", 101, 0, 21, 122
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\preferences\restore_old.dart", "Dart", 67, 0, 15, 82
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\backups\share_or_save.dart", "Dart", 8, 0, 5, 13
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\history_time.dart", "Dart", 34, 0, 10, 44
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\opacity.dart", "Dart", 34, 1, 4, 39
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\opacity_components\all.dart", "Dart", 2, 0, 1, 3
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\opacity_components\opacity_regular.dart", "Dart", 147, 1, 14, 162
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\opacity_components\opacity_simple.dart", "Dart", 100, 5, 11, 116
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\settings\scroll.dart", "Dart", 114, 23, 10, 147
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\theme\all.dart", "Dart", 1, 0, 0, 1
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\menu\theme\theme_presets.dart", "Dart", 178, 4, 22, 204
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\alerts\specifics\tutorial\prompt.dart", "Dart", 81, 0, 9, 90
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\arena_widget.dart", "Dart", 170, 0, 29, 199
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\all.dart", "Dart", 3, 0, 1, 4
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\arena_delayer.dart", "Dart", 112, 0, 29, 141
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\all.dart", "Dart", 2, 0, 0, 2
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\button.dart", "Dart", 56, 2, 10, 68
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\menu\components\actions.dart", "Dart", 170, 1, 36, 207
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\menu\components\all.dart", "Dart", 3, 0, 0, 3
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\menu\components\layout.dart", "Dart", 47, 0, 12, 59
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\menu\components\settings.dart", "Dart", 40, 23, 12, 75
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\menu\menu.dart", "Dart", 83, 2, 14, 99
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\menu_button.dart", "Dart", 112, 6, 17, 135
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\menu_button\undo_redo.dart", "Dart", 96, 0, 15, 111
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\player_tile\all.dart", "Dart", 1, 0, 0, 1
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\player_tile\components\all.dart", "Dart", 4, 0, 1, 5
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\player_tile\components\apply_card_image.dart", "Dart", 120, 2, 19, 141
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\player_tile\components\background.dart", "Dart", 61, 29, 9, 99
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\player_tile\components\content\components\all.dart", "Dart", 4, 0, 0, 4
"c:\Users\vittorio\Documents\VS Code\counterspell\lib\widgets\arena\components\player_tile\components\content\components\extra_info.dart", "Dart", 60, 3, 12, 75
